filepath,filename,class_name,source,file_hash,split
certificate/marksheet_10th_0001.jpg,marksheet_10th_0001.jpg,certificate,synthetic,6d5cd8432657,test
certificate/marksheet_10th_0005.jpg,marksheet_10th_0005.jpg,certificate,synthetic,720d68e86cda,test
certificate/marksheet_10th_0006.jpg,marksheet_10th_0006.jpg,certificate,synthetic,20f9d26eeff9,test
certificate/marksheet_10th_0013.jpg,marksheet_10th_0013.jpg,certificate,synthetic,f903aafda177,test
certificate/marksheet_10th_0015.jpg,marksheet_10th_0015.jpg,certificate,synthetic,eb503940c909,test
certificate/marksheet_10th_0024.jpg,marksheet_10th_0024.jpg,certificate,synthetic,9a8438aebca7,test
certificate/marksheet_10th_0026.jpg,marksheet_10th_0026.jpg,certificate,synthetic,57256a08cc70,test
certificate/marksheet_10th_0036.jpg,marksheet_10th_0036.jpg,certificate,synthetic,a894ea8d9ce3,test
certificate/marksheet_10th_0040.jpg,marksheet_10th_0040.jpg,certificate,synthetic,5ad63c1b19fb,test
certificate/marksheet_10th_0041.jpg,marksheet_10th_0041.jpg,certificate,synthetic,092662798585,test
certificate/marksheet_10th_0042.jpg,marksheet_10th_0042.jpg,certificate,synthetic,6903c81cd3db,test
certificate/marksheet_10th_0054.jpg,marksheet_10th_0054.jpg,certificate,synthetic,4b5f703d83a9,test
certificate/marksheet_10th_0058.jpg,marksheet_10th_0058.jpg,certificate,synthetic,a321f359b51c,test
certificate/marksheet_10th_0060.jpg,marksheet_10th_0060.jpg,certificate,synthetic,1c7ebc7f2876,test
certificate/marksheet_10th_0067.jpg,marksheet_10th_0067.jpg,certificate,synthetic,c60df0965bbc,test
certificate/marksheet_10th_0073.jpg,marksheet_10th_0073.jpg,certificate,synthetic,17323c91d463,test
certificate/marksheet_10th_0076.jpg,marksheet_10th_0076.jpg,certificate,synthetic,68231df2e3c7,test
certificate/marksheet_10th_0082.jpg,marksheet_10th_0082.jpg,certificate,synthetic,9fd4b66fb142,test
certificate/marksheet_10th_0085.jpg,marksheet_10th_0085.jpg,certificate,synthetic,e33da64bd4b7,test
certificate/marksheet_10th_0092.jpg,marksheet_10th_0092.jpg,certificate,synthetic,7388177f89e8,test
certificate/marksheet_10th_0095.jpg,marksheet_10th_0095.jpg,certificate,synthetic,e8c0a627403b,test
certificate/marksheet_10th_0108.jpg,marksheet_10th_0108.jpg,certificate,synthetic,dba12d070bd1,test
certificate/marksheet_10th_0115.jpg,marksheet_10th_0115.jpg,certificate,synthetic,461487519925,test
certificate/marksheet_10th_0130.jpg,marksheet_10th_0130.jpg,certificate,synthetic,dd282cbc7eb9,test
certificate/marksheet_10th_0139.jpg,marksheet_10th_0139.jpg,certificate,synthetic,f947c3ac8e0d,test
certificate/marksheet_10th_0145.jpg,marksheet_10th_0145.jpg,certificate,synthetic,7c0367168ef6,test
certificate/marksheet_10th_0151.jpg,marksheet_10th_0151.jpg,certificate,synthetic,997f4665b312,test
certificate/marksheet_10th_0158.jpg,marksheet_10th_0158.jpg,certificate,synthetic,7ae2eb3a501f,test
certificate/marksheet_10th_0172.jpg,marksheet_10th_0172.jpg,certificate,synthetic,aae9ce678b0c,test
certificate/marksheet_10th_0185.jpg,marksheet_10th_0185.jpg,certificate,synthetic,35c45acdd6fe,test
certificate/marksheet_10th_0187.jpg,marksheet_10th_0187.jpg,certificate,synthetic,4130e284de89,test
certificate/marksheet_10th_0189.jpg,marksheet_10th_0189.jpg,certificate,synthetic,af5f331aad12,test
certificate/marksheet_10th_0191.jpg,marksheet_10th_0191.jpg,certificate,synthetic,b63c81084f56,test
certificate/marksheet_10th_0197.jpg,marksheet_10th_0197.jpg,certificate,synthetic,8cf7df5ccb48,test
certificate/marksheet_12th_0006.jpg,marksheet_12th_0006.jpg,certificate,synthetic,52500559bb31,test
certificate/marksheet_12th_0017.jpg,marksheet_12th_0017.jpg,certificate,synthetic,d1e6c499aece,test
certificate/marksheet_12th_0018.jpg,marksheet_12th_0018.jpg,certificate,synthetic,f02e72340dec,test
certificate/marksheet_12th_0030.jpg,marksheet_12th_0030.jpg,certificate,synthetic,d548665e1479,test
certificate/marksheet_12th_0035.jpg,marksheet_12th_0035.jpg,certificate,synthetic,17ed31256752,test
certificate/marksheet_12th_0055.jpg,marksheet_12th_0055.jpg,certificate,synthetic,2f2b142d5994,test
certificate/marksheet_12th_0058.jpg,marksheet_12th_0058.jpg,certificate,synthetic,cc9fbcece022,test
certificate/marksheet_12th_0059.jpg,marksheet_12th_0059.jpg,certificate,synthetic,7823720a742c,test
certificate/marksheet_12th_0066.jpg,marksheet_12th_0066.jpg,certificate,synthetic,d0a5cad6c774,test
certificate/marksheet_12th_0076.jpg,marksheet_12th_0076.jpg,certificate,synthetic,f3438a4054f0,test
certificate/marksheet_12th_0084.jpg,marksheet_12th_0084.jpg,certificate,synthetic,b02a47ad8ffb,test
certificate/marksheet_12th_0091.jpg,marksheet_12th_0091.jpg,certificate,synthetic,b5946903a276,test
certificate/marksheet_12th_0092.jpg,marksheet_12th_0092.jpg,certificate,synthetic,3664fe6236b9,test
certificate/marksheet_12th_0096.jpg,marksheet_12th_0096.jpg,certificate,synthetic,f930099ff54e,test
certificate/marksheet_12th_0098.jpg,marksheet_12th_0098.jpg,certificate,synthetic,60e668dd6760,test
certificate/marksheet_12th_0105.jpg,marksheet_12th_0105.jpg,certificate,synthetic,8fa069e5da60,test
certificate/marksheet_12th_0107.jpg,marksheet_12th_0107.jpg,certificate,synthetic,10324dc15dd1,test
certificate/marksheet_12th_0108.jpg,marksheet_12th_0108.jpg,certificate,synthetic,7a9d7d6e2dac,test
certificate/marksheet_12th_0120.jpg,marksheet_12th_0120.jpg,certificate,synthetic,9812c868c852,test
certificate/marksheet_12th_0144.jpg,marksheet_12th_0144.jpg,certificate,synthetic,0e1a69f3bdb8,test
certificate/marksheet_12th_0147.jpg,marksheet_12th_0147.jpg,certificate,synthetic,7edd315a206f,test
certificate/marksheet_12th_0153.jpg,marksheet_12th_0153.jpg,certificate,synthetic,fbc920b8d7b2,test
certificate/marksheet_12th_0158.jpg,marksheet_12th_0158.jpg,certificate,synthetic,4c364f738bf1,test
certificate/marksheet_12th_0164.jpg,marksheet_12th_0164.jpg,certificate,synthetic,ec9538361038,test
certificate/marksheet_12th_0190.jpg,marksheet_12th_0190.jpg,certificate,synthetic,5190957cca3e,test
certificate/marksheet_12th_0194.jpg,marksheet_12th_0194.jpg,certificate,synthetic,cffab885c586,test
certificate/degree_certificate_0000.jpg,degree_certificate_0000.jpg,certificate,synthetic,6fbade7d6fda,train
certificate/degree_certificate_0002.jpg,degree_certificate_0002.jpg,certificate,synthetic,87d82dba008c,train
certificate/degree_certificate_0003.jpg,degree_certificate_0003.jpg,certificate,synthetic,871c806c2f7d,train
certificate/degree_certificate_0005.jpg,degree_certificate_0005.jpg,certificate,synthetic,559f58df7965,train
certificate/degree_certificate_0006.jpg,degree_certificate_0006.jpg,certificate,synthetic,de7b6df1850f,train
certificate/degree_certificate_0007.jpg,degree_certificate_0007.jpg,certificate,synthetic,f6bf2d2428b9,train
certificate/degree_certificate_0008.jpg,degree_certificate_0008.jpg,certificate,synthetic,1c46ab0c0da3,train
certificate/degree_certificate_0009.jpg,degree_certificate_0009.jpg,certificate,synthetic,a997672e4154,train
certificate/degree_certificate_0010.jpg,degree_certificate_0010.jpg,certificate,synthetic,4348fc7d5ac8,train
certificate/degree_certificate_0011.jpg,degree_certificate_0011.jpg,certificate,synthetic,44d7e7ce55dc,train
certificate/degree_certificate_0015.jpg,degree_certificate_0015.jpg,certificate,synthetic,e36ccb64b4c9,train
certificate/degree_certificate_0016.jpg,degree_certificate_0016.jpg,certificate,synthetic,391b5f4f7af7,train
certificate/degree_certificate_0017.jpg,degree_certificate_0017.jpg,certificate,synthetic,c72e5ad20177,train
certificate/degree_certificate_0018.jpg,degree_certificate_0018.jpg,certificate,synthetic,6ee78d8a39de,train
certificate/degree_certificate_0019.jpg,degree_certificate_0019.jpg,certificate,synthetic,a3c8484fe976,train
certificate/degree_certificate_0022.jpg,degree_certificate_0022.jpg,certificate,synthetic,1777fb095962,train
certificate/degree_certificate_0023.jpg,degree_certificate_0023.jpg,certificate,synthetic,18e5e2bf30d1,train
certificate/degree_certificate_0024.jpg,degree_certificate_0024.jpg,certificate,synthetic,fd6aa44c388f,train
certificate/degree_certificate_0025.jpg,degree_certificate_0025.jpg,certificate,synthetic,de8de0c82cbf,train
certificate/degree_certificate_0026.jpg,degree_certificate_0026.jpg,certificate,synthetic,678ab78d4f63,train
certificate/degree_certificate_0029.jpg,degree_certificate_0029.jpg,certificate,synthetic,5ca4928dc19c,train
certificate/degree_certificate_0030.jpg,degree_certificate_0030.jpg,certificate,synthetic,222c38d9101a,train
certificate/degree_certificate_0031.jpg,degree_certificate_0031.jpg,certificate,synthetic,e270c41514a3,train
certificate/degree_certificate_0033.jpg,degree_certificate_0033.jpg,certificate,synthetic,40a5b5ca3b91,train
certificate/degree_certificate_0036.jpg,degree_certificate_0036.jpg,certificate,synthetic,f3726a87cfdb,train
certificate/degree_certificate_0037.jpg,degree_certificate_0037.jpg,certificate,synthetic,28e73f36a815,train
certificate/degree_certificate_0038.jpg,degree_certificate_0038.jpg,certificate,synthetic,5ad3f115e4cb,train
certificate/degree_certificate_0039.jpg,degree_certificate_0039.jpg,certificate,synthetic,e6e10f76251b,train
certificate/degree_certificate_0042.jpg,degree_certificate_0042.jpg,certificate,synthetic,7f230bdfae33,train
certificate/degree_certificate_0045.jpg,degree_certificate_0045.jpg,certificate,synthetic,0ae9c1c78885,train
certificate/degree_certificate_0046.jpg,degree_certificate_0046.jpg,certificate,synthetic,eff55206c904,train
certificate/degree_certificate_0048.jpg,degree_certificate_0048.jpg,certificate,synthetic,8072a5f944ce,train
certificate/degree_certificate_0049.jpg,degree_certificate_0049.jpg,certificate,synthetic,ef54e0e07233,train
certificate/degree_certificate_0050.jpg,degree_certificate_0050.jpg,certificate,synthetic,8e4b5f898468,train
certificate/degree_certificate_0053.jpg,degree_certificate_0053.jpg,certificate,synthetic,650432e8b999,train
certificate/degree_certificate_0054.jpg,degree_certificate_0054.jpg,certificate,synthetic,28eb9178679e,train
certificate/degree_certificate_0055.jpg,degree_certificate_0055.jpg,certificate,synthetic,cae91fcd0e5e,train
certificate/degree_certificate_0056.jpg,degree_certificate_0056.jpg,certificate,synthetic,91b913babf1c,train
certificate/degree_certificate_0057.jpg,degree_certificate_0057.jpg,certificate,synthetic,ffb63d02a0dd,train
certificate/degree_certificate_0059.jpg,degree_certificate_0059.jpg,certificate,synthetic,5c3e06509bac,train
certificate/degree_certificate_0060.jpg,degree_certificate_0060.jpg,certificate,synthetic,bb1a786ad33f,train
certificate/degree_certificate_0063.jpg,degree_certificate_0063.jpg,certificate,synthetic,d1dabdd61821,train
certificate/degree_certificate_0066.jpg,degree_certificate_0066.jpg,certificate,synthetic,79207eb508a3,train
certificate/degree_certificate_0067.jpg,degree_certificate_0067.jpg,certificate,synthetic,27c003ee47eb,train
certificate/degree_certificate_0068.jpg,degree_certificate_0068.jpg,certificate,synthetic,7080af9dd9d1,train
certificate/degree_certificate_0069.jpg,degree_certificate_0069.jpg,certificate,synthetic,6578f54501b6,train
certificate/degree_certificate_0070.jpg,degree_certificate_0070.jpg,certificate,synthetic,992cc5622058,train
certificate/degree_certificate_0072.jpg,degree_certificate_0072.jpg,certificate,synthetic,3ec4bdc9f7a6,train
certificate/degree_certificate_0073.jpg,degree_certificate_0073.jpg,certificate,synthetic,897adaa40de9,train
certificate/degree_certificate_0074.jpg,degree_certificate_0074.jpg,certificate,synthetic,6013059767f1,train
certificate/degree_certificate_0075.jpg,degree_certificate_0075.jpg,certificate,synthetic,811f9873de50,train
certificate/degree_certificate_0076.jpg,degree_certificate_0076.jpg,certificate,synthetic,ff484f9d1609,train
certificate/degree_certificate_0077.jpg,degree_certificate_0077.jpg,certificate,synthetic,ce59b8231545,train
certificate/degree_certificate_0078.jpg,degree_certificate_0078.jpg,certificate,synthetic,3e8c444fb1d8,train
certificate/degree_certificate_0079.jpg,degree_certificate_0079.jpg,certificate,synthetic,41cc172537e9,train
certificate/degree_certificate_0081.jpg,degree_certificate_0081.jpg,certificate,synthetic,9f4e632392ad,train
certificate/degree_certificate_0082.jpg,degree_certificate_0082.jpg,certificate,synthetic,6a6edc6591a1,train
certificate/degree_certificate_0083.jpg,degree_certificate_0083.jpg,certificate,synthetic,e014cee96551,train
certificate/degree_certificate_0084.jpg,degree_certificate_0084.jpg,certificate,synthetic,c90a930898f4,train
certificate/degree_certificate_0086.jpg,degree_certificate_0086.jpg,certificate,synthetic,1620ec87e186,train
certificate/degree_certificate_0088.jpg,degree_certificate_0088.jpg,certificate,synthetic,ed0e078667f4,train
certificate/degree_certificate_0089.jpg,degree_certificate_0089.jpg,certificate,synthetic,2152eb81511a,train
certificate/degree_certificate_0090.jpg,degree_certificate_0090.jpg,certificate,synthetic,04e0fd586582,train
certificate/degree_certificate_0092.jpg,degree_certificate_0092.jpg,certificate,synthetic,956787dde9cf,train
certificate/degree_certificate_0093.jpg,degree_certificate_0093.jpg,certificate,synthetic,a2d7044f8ef9,train
certificate/degree_certificate_0094.jpg,degree_certificate_0094.jpg,certificate,synthetic,da00eba0f7f7,train
certificate/degree_certificate_0096.jpg,degree_certificate_0096.jpg,certificate,synthetic,7b5b05e51806,train
certificate/degree_certificate_0097.jpg,degree_certificate_0097.jpg,certificate,synthetic,76b9a6af53d4,train
certificate/degree_certificate_0101.jpg,degree_certificate_0101.jpg,certificate,synthetic,c911ae1d6d2b,train
certificate/degree_certificate_0103.jpg,degree_certificate_0103.jpg,certificate,synthetic,55c60d74bf91,train
certificate/degree_certificate_0104.jpg,degree_certificate_0104.jpg,certificate,synthetic,8ad5d4197da6,train
certificate/degree_certificate_0108.jpg,degree_certificate_0108.jpg,certificate,synthetic,61c0c608c4d1,train
certificate/degree_certificate_0109.jpg,degree_certificate_0109.jpg,certificate,synthetic,59077180ee50,train
certificate/degree_certificate_0110.jpg,degree_certificate_0110.jpg,certificate,synthetic,99f8b83b31ff,train
certificate/degree_certificate_0111.jpg,degree_certificate_0111.jpg,certificate,synthetic,f17d89672572,train
certificate/degree_certificate_0112.jpg,degree_certificate_0112.jpg,certificate,synthetic,e24938a98799,train
certificate/degree_certificate_0113.jpg,degree_certificate_0113.jpg,certificate,synthetic,9984124cffe6,train
certificate/degree_certificate_0114.jpg,degree_certificate_0114.jpg,certificate,synthetic,9553a50e1fb2,train
certificate/degree_certificate_0116.jpg,degree_certificate_0116.jpg,certificate,synthetic,af8f3af1921d,train
certificate/degree_certificate_0117.jpg,degree_certificate_0117.jpg,certificate,synthetic,8aa312901b0f,train
certificate/degree_certificate_0118.jpg,degree_certificate_0118.jpg,certificate,synthetic,48f97b6ade42,train
certificate/degree_certificate_0119.jpg,degree_certificate_0119.jpg,certificate,synthetic,ef3d2aba4658,train
certificate/degree_certificate_0122.jpg,degree_certificate_0122.jpg,certificate,synthetic,2eba7f6bcb54,train
certificate/degree_certificate_0123.jpg,degree_certificate_0123.jpg,certificate,synthetic,9d208dd84c25,train
certificate/degree_certificate_0124.jpg,degree_certificate_0124.jpg,certificate,synthetic,ab0ad5853fbf,train
certificate/degree_certificate_0125.jpg,degree_certificate_0125.jpg,certificate,synthetic,ac45a7a769b0,train
certificate/degree_certificate_0126.jpg,degree_certificate_0126.jpg,certificate,synthetic,bbc9aa24a3c9,train
certificate/degree_certificate_0129.jpg,degree_certificate_0129.jpg,certificate,synthetic,df5a5d7f1e15,train
certificate/degree_certificate_0131.jpg,degree_certificate_0131.jpg,certificate,synthetic,4fcc1a944f66,train
certificate/degree_certificate_0132.jpg,degree_certificate_0132.jpg,certificate,synthetic,c164a8c8c3ea,train
certificate/degree_certificate_0135.jpg,degree_certificate_0135.jpg,certificate,synthetic,fe20a2251ba9,train
certificate/degree_certificate_0136.jpg,degree_certificate_0136.jpg,certificate,synthetic,123a70d7b829,train
certificate/degree_certificate_0137.jpg,degree_certificate_0137.jpg,certificate,synthetic,c0108e512db9,train
certificate/degree_certificate_0139.jpg,degree_certificate_0139.jpg,certificate,synthetic,6743bb4932b6,train
certificate/degree_certificate_0140.jpg,degree_certificate_0140.jpg,certificate,synthetic,012835c6de20,train
certificate/degree_certificate_0141.jpg,degree_certificate_0141.jpg,certificate,synthetic,fd7c8c2e693a,train
certificate/degree_certificate_0143.jpg,degree_certificate_0143.jpg,certificate,synthetic,44479974880c,train
certificate/degree_certificate_0144.jpg,degree_certificate_0144.jpg,certificate,synthetic,61ccc7f2a4de,train
certificate/degree_certificate_0145.jpg,degree_certificate_0145.jpg,certificate,synthetic,59452000c340,train
certificate/degree_certificate_0146.jpg,degree_certificate_0146.jpg,certificate,synthetic,999b724fc3dc,train
certificate/degree_certificate_0147.jpg,degree_certificate_0147.jpg,certificate,synthetic,8dd16a21a1d9,train
certificate/degree_certificate_0148.jpg,degree_certificate_0148.jpg,certificate,synthetic,967a6d365625,train
certificate/degree_certificate_0149.jpg,degree_certificate_0149.jpg,certificate,synthetic,6544b9ef96c3,train
certificate/degree_certificate_0150.jpg,degree_certificate_0150.jpg,certificate,synthetic,6f85d616f840,train
certificate/degree_certificate_0151.jpg,degree_certificate_0151.jpg,certificate,synthetic,7132621ac4c2,train
certificate/degree_certificate_0152.jpg,degree_certificate_0152.jpg,certificate,synthetic,7ff574e46cef,train
certificate/degree_certificate_0153.jpg,degree_certificate_0153.jpg,certificate,synthetic,02ff444c95ac,train
certificate/degree_certificate_0154.jpg,degree_certificate_0154.jpg,certificate,synthetic,7ca1c45676ab,train
certificate/degree_certificate_0155.jpg,degree_certificate_0155.jpg,certificate,synthetic,f0478c43640e,train
certificate/degree_certificate_0157.jpg,degree_certificate_0157.jpg,certificate,synthetic,75bbee9063df,train
certificate/degree_certificate_0158.jpg,degree_certificate_0158.jpg,certificate,synthetic,bf46bbd4eba1,train
certificate/degree_certificate_0162.jpg,degree_certificate_0162.jpg,certificate,synthetic,3741d2cd0cfc,train
certificate/degree_certificate_0163.jpg,degree_certificate_0163.jpg,certificate,synthetic,52aa1e79f89c,train
certificate/degree_certificate_0164.jpg,degree_certificate_0164.jpg,certificate,synthetic,0ef58582fe6e,train
certificate/degree_certificate_0165.jpg,degree_certificate_0165.jpg,certificate,synthetic,de0703d9c9fe,train
certificate/degree_certificate_0167.jpg,degree_certificate_0167.jpg,certificate,synthetic,819fb03408d5,train
certificate/degree_certificate_0168.jpg,degree_certificate_0168.jpg,certificate,synthetic,77bead465365,train
certificate/degree_certificate_0172.jpg,degree_certificate_0172.jpg,certificate,synthetic,233eef6effb0,train
certificate/degree_certificate_0173.jpg,degree_certificate_0173.jpg,certificate,synthetic,d1fce6267d99,train
certificate/degree_certificate_0174.jpg,degree_certificate_0174.jpg,certificate,synthetic,2685fa4c7ea7,train
certificate/degree_certificate_0175.jpg,degree_certificate_0175.jpg,certificate,synthetic,332a2c9af26e,train
certificate/degree_certificate_0176.jpg,degree_certificate_0176.jpg,certificate,synthetic,9c2c06e63121,train
certificate/degree_certificate_0177.jpg,degree_certificate_0177.jpg,certificate,synthetic,c7dc287fbb7a,train
certificate/degree_certificate_0179.jpg,degree_certificate_0179.jpg,certificate,synthetic,262704ee4626,train
certificate/degree_certificate_0180.jpg,degree_certificate_0180.jpg,certificate,synthetic,5e837a111d2d,train
certificate/degree_certificate_0181.jpg,degree_certificate_0181.jpg,certificate,synthetic,32c04213bf52,train
certificate/degree_certificate_0182.jpg,degree_certificate_0182.jpg,certificate,synthetic,efc16d0c3f42,train
certificate/degree_certificate_0183.jpg,degree_certificate_0183.jpg,certificate,synthetic,f548e7b3dcdb,train
certificate/degree_certificate_0184.jpg,degree_certificate_0184.jpg,certificate,synthetic,e228cd72dee8,train
certificate/degree_certificate_0185.jpg,degree_certificate_0185.jpg,certificate,synthetic,6d00b006d68a,train
certificate/degree_certificate_0188.jpg,degree_certificate_0188.jpg,certificate,synthetic,e7cfaf4f177f,train
certificate/degree_certificate_0190.jpg,degree_certificate_0190.jpg,certificate,synthetic,6ff31bcfcae7,train
certificate/degree_certificate_0192.jpg,degree_certificate_0192.jpg,certificate,synthetic,a6c54f136fe3,train
certificate/degree_certificate_0193.jpg,degree_certificate_0193.jpg,certificate,synthetic,64858b24ea85,train
certificate/degree_certificate_0194.jpg,degree_certificate_0194.jpg,certificate,synthetic,59fcce9c760f,train
certificate/degree_certificate_0195.jpg,degree_certificate_0195.jpg,certificate,synthetic,148b0099f5a6,train
certificate/degree_certificate_0196.jpg,degree_certificate_0196.jpg,certificate,synthetic,74764cec202d,train
certificate/degree_certificate_0197.jpg,degree_certificate_0197.jpg,certificate,synthetic,7e71ec0cf12d,train
certificate/degree_certificate_0198.jpg,degree_certificate_0198.jpg,certificate,synthetic,7e68dbc9e76e,train
certificate/degree_certificate_0199.jpg,degree_certificate_0199.jpg,certificate,synthetic,b136c23da539,train
certificate/marksheet_10th_0002.jpg,marksheet_10th_0002.jpg,certificate,synthetic,9abc6a300b22,train
certificate/marksheet_10th_0003.jpg,marksheet_10th_0003.jpg,certificate,synthetic,c31870d5b99e,train
certificate/marksheet_10th_0004.jpg,marksheet_10th_0004.jpg,certificate,synthetic,d4b38ab447f2,train
certificate/marksheet_10th_0007.jpg,marksheet_10th_0007.jpg,certificate,synthetic,7e62b5bb1387,train
certificate/marksheet_10th_0008.jpg,marksheet_10th_0008.jpg,certificate,synthetic,1db280e8a953,train
certificate/marksheet_10th_0009.jpg,marksheet_10th_0009.jpg,certificate,synthetic,3bf13f9b9179,train
certificate/marksheet_10th_0010.jpg,marksheet_10th_0010.jpg,certificate,synthetic,8a4015c67b6e,train
certificate/marksheet_10th_0011.jpg,marksheet_10th_0011.jpg,certificate,synthetic,f3ced6ecd86e,train
certificate/marksheet_10th_0012.jpg,marksheet_10th_0012.jpg,certificate,synthetic,455401988a83,train
certificate/marksheet_10th_0018.jpg,marksheet_10th_0018.jpg,certificate,synthetic,2c0f92583285,train
certificate/marksheet_10th_0019.jpg,marksheet_10th_0019.jpg,certificate,synthetic,5df3cefceeed,train
certificate/marksheet_10th_0020.jpg,marksheet_10th_0020.jpg,certificate,synthetic,25c427c69132,train
certificate/marksheet_10th_0022.jpg,marksheet_10th_0022.jpg,certificate,synthetic,0661dfcdea79,train
certificate/marksheet_10th_0023.jpg,marksheet_10th_0023.jpg,certificate,synthetic,8487a3db4c54,train
certificate/marksheet_10th_0025.jpg,marksheet_10th_0025.jpg,certificate,synthetic,4d6c59bf261c,train
certificate/marksheet_10th_0027.jpg,marksheet_10th_0027.jpg,certificate,synthetic,b8a4b4d3d14b,train
certificate/marksheet_10th_0028.jpg,marksheet_10th_0028.jpg,certificate,synthetic,df9fe3b4abbf,train
certificate/marksheet_10th_0029.jpg,marksheet_10th_0029.jpg,certificate,synthetic,85a24b8704f1,train
certificate/marksheet_10th_0031.jpg,marksheet_10th_0031.jpg,certificate,synthetic,fa1baf3e8a2f,train
certificate/marksheet_10th_0033.jpg,marksheet_10th_0033.jpg,certificate,synthetic,62372e39fd2e,train
certificate/marksheet_10th_0034.jpg,marksheet_10th_0034.jpg,certificate,synthetic,36349a0ac996,train
certificate/marksheet_10th_0035.jpg,marksheet_10th_0035.jpg,certificate,synthetic,60a089932d3f,train
certificate/marksheet_10th_0037.jpg,marksheet_10th_0037.jpg,certificate,synthetic,2958c84800fa,train
certificate/marksheet_10th_0038.jpg,marksheet_10th_0038.jpg,certificate,synthetic,2258eda85784,train
certificate/marksheet_10th_0039.jpg,marksheet_10th_0039.jpg,certificate,synthetic,9e9df5d32bf0,train
certificate/marksheet_10th_0044.jpg,marksheet_10th_0044.jpg,certificate,synthetic,a3aff04da355,train
certificate/marksheet_10th_0045.jpg,marksheet_10th_0045.jpg,certificate,synthetic,2dfca0be40c3,train
certificate/marksheet_10th_0046.jpg,marksheet_10th_0046.jpg,certificate,synthetic,f3bf9ae31a45,train
certificate/marksheet_10th_0047.jpg,marksheet_10th_0047.jpg,certificate,synthetic,d216b15d56cf,train
certificate/marksheet_10th_0048.jpg,marksheet_10th_0048.jpg,certificate,synthetic,872ade304f0e,train
certificate/marksheet_10th_0049.jpg,marksheet_10th_0049.jpg,certificate,synthetic,66f2c5635b80,train
certificate/marksheet_10th_0050.jpg,marksheet_10th_0050.jpg,certificate,synthetic,6fe98c81d61f,train
certificate/marksheet_10th_0053.jpg,marksheet_10th_0053.jpg,certificate,synthetic,6753c2830dfa,train
certificate/marksheet_10th_0055.jpg,marksheet_10th_0055.jpg,certificate,synthetic,05a939763049,train
